instrument_id,customer_behavior_score,number_of_uses,surgery_type,surgery_complexity,surgeon_experience_level,time_since_last_maintenance_days,previous_repair_count,sterilization_frequency,failure_count_last_12_months
INS-0422,0.87,227,General,Medium,Intermediate,162,1,17,2
INS-0423,0.45,256,Orthopedic,Medium,Expert,37,2,33,7
INS-0424,0.7,77,Cardiac,Medium,Resident,86,0,31,2
INS-0425,0.43,219,Neuro,Medium,Resident,58,2,17,2
INS-0426,0.73,129,Cardiac,Medium,Resident,95,4,16,5
INS-0427,0.66,125,General,Low,Resident,63,1,26,2
INS-0428,0.93,165,General,Medium,Intermediate,27,2,30,4
INS-0429,0.61,118,Orthopedic,Low,Expert,36,1,20,3
INS-0430,0.47,147,Orthopedic,Medium,Expert,81,4,19,4
INS-0431,0.49,283,General,Low,Resident,143,4,22,0
INS-0432,0.86,50,General,Medium,Expert,131,0,19,3
INS-0433,0.77,216,Cardiac,Medium,Intermediate,114,3,30,5
INS-0434,0.46,145,Cardiac,Medium,Resident,78,0,23,0
INS-0435,0.45,267,Orthopedic,Medium,Intermediate,80,1,18,3
INS-0436,0.82,66,Cardiac,High,Intermediate,159,0,16,3
INS-0437,0.44,161,Orthopedic,Medium,Intermediate,126,2,16,1
INS-0438,0.89,140,Orthopedic,Low,Intermediate,41,0,27,6
INS-0439,0.82,137,Neuro,High,Intermediate,118,3,25,4
INS-0440,0.45,212,Orthopedic,High,Resident,106,3,17,5
INS-0441,0.45,223,Cardiac,Medium,Intermediate,10,1,25,2
INS-0442,0.99,219,General,Low,Resident,178,4,28,0
INS-0443,0.62,295,General,Low,Expert,117,3,24,4
INS-0444,0.62,216,Cardiac,High,Intermediate,123,1,34,2
INS-0445,0.89,139,General,Low,Intermediate,50,3,24,3
INS-0446,0.97,98,Orthopedic,Medium,Expert,17,3,15,3
INS-0447,0.99,239,General,Medium,Resident,169,4,18,1
INS-0448,0.85,87,Cardiac,Medium,Intermediate,39,2,24,3
INS-0449,0.63,200,General,Medium,Expert,55,1,34,3
INS-0450,0.45,199,Orthopedic,Medium,Expert,114,3,16,3
INS-0451,0.87,181,Orthopedic,High,Intermediate,105,3,17,4
INS-0452,0.74,226,Cardiac,Medium,Resident,70,0,27,2
INS-0453,0.65,108,Cardiac,Medium,Resident,150,2,30,3
INS-0454,0.94,250,Cardiac,High,Intermediate,98,4,25,4
INS-0455,0.47,117,Neuro,High,Expert,177,1,24,2
INS-0456,0.7,248,Neuro,High,Intermediate,135,3,12,2
INS-0457,0.41,264,Orthopedic,Low,Resident,70,1,10,4
INS-0458,0.68,179,Neuro,Low,Expert,129,4,22,4
INS-0459,0.43,98,Neuro,Medium,Intermediate,130,2,31,5
INS-0460,0.47,265,General,Medium,Expert,57,0,21,3
INS-0461,0.47,281,Neuro,Medium,Resident,68,2,18,3
INS-0462,0.79,296,General,Low,Resident,20,0,11,4
INS-0463,0.85,175,Cardiac,Medium,Resident,34,1,18,3
INS-0464,0.75,272,General,Medium,Intermediate,55,2,17,4
INS-0465,0.98,288,General,Low,Expert,63,2,34,4
INS-0466,0.62,208,Cardiac,High,Intermediate,43,2,14,3
INS-0467,0.57,160,Cardiac,Low,Intermediate,93,4,22,1
INS-0468,0.92,217,Orthopedic,Medium,Intermediate,144,1,11,2
INS-0469,0.53,97,Orthopedic,Low,Intermediate,71,0,19,2
INS-0470,0.98,100,Orthopedic,High,Expert,66,2,15,1
INS-0471,0.41,92,Orthopedic,High,Expert,102,1,16,2
INS-0472,0.98,147,General,High,Intermediate,125,4,12,3
INS-0473,0.43,232,General,High,Intermediate,85,4,23,2
INS-0474,0.93,265,Orthopedic,High,Resident,142,1,25,6
INS-0475,0.72,226,Neuro,High,Resident,85,0,15,1
INS-0476,1.0,173,Orthopedic,Medium,Expert,172,1,31,1
INS-0477,0.44,267,Neuro,Medium,Resident,46,1,17,3
INS-0478,0.73,129,Cardiac,Low,Expert,153,3,10,5
INS-0479,0.98,234,General,Medium,Expert,39,4,29,0
INS-0480,0.71,160,General,High,Expert,51,0,24,1
INS-0481,0.78,254,Neuro,Medium,Resident,70,3,26,2
INS-0482,0.82,192,Orthopedic,Low,Resident,57,1,33,1
INS-0483,0.67,76,General,High,Expert,93,4,27,4
INS-0484,0.78,245,Neuro,Medium,Expert,102,3,33,6
INS-0485,0.75,257,Cardiac,Medium,Intermediate,77,3,12,4
INS-0486,0.94,241,Cardiac,Low,Expert,55,0,33,2
INS-0487,0.43,271,General,High,Expert,122,1,15,3
INS-0488,0.57,285,Orthopedic,Low,Intermediate,37,0,26,2
INS-0489,0.97,207,Neuro,High,Expert,86,3,32,4
INS-0490,0.93,213,General,High,Expert,130,3,22,7
INS-0491,0.67,244,Cardiac,Medium,Expert,12,0,32,2
INS-0492,0.77,263,Orthopedic,Low,Intermediate,46,3,31,3
INS-0493,0.57,162,Neuro,Low,Resident,156,2,26,0
INS-0494,0.51,135,General,Low,Expert,101,4,30,2
INS-0495,0.68,163,Neuro,High,Intermediate,92,1,25,4
INS-0496,0.61,298,Orthopedic,Low,Expert,26,4,26,4
INS-0497,0.75,291,Orthopedic,High,Intermediate,130,1,10,1
INS-0498,0.45,296,Cardiac,Low,Expert,96,3,25,3
INS-0499,0.98,173,Orthopedic,Low,Intermediate,49,0,15,5
INS-0500,0.99,98,General,Medium,Resident,82,0,17,4
INS-0501,0.82,125,Neuro,Low,Resident,38,3,10,4
INS-0502,0.72,104,Orthopedic,Medium,Resident,51,1,11,2
INS-0503,0.59,262,Orthopedic,Medium,Expert,38,3,24,2
INS-0504,0.89,105,General,High,Intermediate,75,1,14,1
INS-0505,0.81,245,Neuro,Low,Expert,133,3,33,4
INS-0506,0.5,144,Neuro,Low,Expert,154,3,29,3
INS-0507,0.95,93,Cardiac,Low,Intermediate,129,3,24,2
INS-0508,0.89,208,Cardiac,Medium,Expert,118,0,30,0
INS-0509,0.97,235,Neuro,Low,Intermediate,168,1,19,6
INS-0510,0.84,136,General,High,Intermediate,101,3,14,4
INS-0511,0.77,295,General,High,Resident,121,4,12,0
INS-0512,0.65,230,Cardiac,Low,Resident,61,4,15,1
INS-0513,0.96,133,Orthopedic,Medium,Resident,176,0,30,4
INS-0514,0.92,256,General,High,Intermediate,69,2,24,2
INS-0515,0.43,200,Orthopedic,High,Resident,103,0,27,6
INS-0516,0.42,205,General,Medium,Intermediate,153,2,23,2
INS-0517,0.63,65,Neuro,High,Expert,107,0,19,2
INS-0518,0.89,214,Cardiac,Medium,Resident,23,4,13,1
INS-0519,0.99,198,Orthopedic,High,Intermediate,179,3,20,4
INS-0520,0.49,256,Orthopedic,Medium,Intermediate,60,1,29,2
INS-0521,0.76,194,Neuro,High,Intermediate,33,3,16,2
INS-0522,0.63,291,General,Low,Intermediate,116,4,24,5
INS-0523,0.98,86,Orthopedic,High,Resident,82,1,32,4
INS-0524,0.91,126,General,High,Resident,156,2,18,2
INS-0525,0.9,196,Neuro,Low,Resident,93,2,24,2
INS-0526,0.68,207,Cardiac,Low,Intermediate,70,4,21,4
INS-0527,0.65,94,Orthopedic,Low,Expert,115,1,27,2
INS-0528,0.56,195,General,Low,Intermediate,103,3,15,0
INS-0529,0.43,255,Orthopedic,Medium,Expert,72,4,27,4
INS-0530,0.92,111,General,Medium,Resident,163,2,34,2
INS-0531,0.89,213,General,High,Intermediate,104,4,27,1
INS-0532,1.0,149,General,High,Intermediate,44,3,31,3
INS-0533,1.0,261,Neuro,High,Resident,76,0,33,3
INS-0534,0.73,101,Cardiac,Medium,Intermediate,65,0,15,3
INS-0535,0.86,68,Orthopedic,High,Expert,49,3,24,2
INS-0536,0.97,158,Cardiac,High,Expert,166,1,28,3
INS-0537,0.91,93,General,Medium,Expert,143,4,14,7
INS-0538,0.55,56,General,High,Intermediate,138,3,13,4
INS-0539,0.67,298,Cardiac,Medium,Intermediate,33,0,26,3
INS-0540,0.48,221,Cardiac,Medium,Expert,111,2,30,1
INS-0541,0.97,166,Orthopedic,Low,Intermediate,171,3,19,3
INS-0542,0.76,117,General,Low,Expert,124,3,21,1
INS-0543,0.54,83,Cardiac,Medium,Resident,144,3,14,2
INS-0544,0.8,243,Neuro,Medium,Expert,84,0,16,4
INS-0545,0.77,118,General,Low,Resident,20,0,21,2
INS-0546,0.61,104,General,High,Resident,45,3,32,0
INS-0547,0.47,59,Orthopedic,High,Resident,157,3,11,2
INS-0548,0.8,273,Neuro,High,Expert,72,1,29,4
INS-0549,0.71,91,Orthopedic,Medium,Expert,89,2,26,2
INS-0550,0.86,90,Neuro,Low,Intermediate,97,4,22,3
INS-0551,0.71,254,Orthopedic,High,Intermediate,39,4,14,2
INS-0552,0.91,280,Neuro,Low,Resident,167,4,14,2
INS-0553,0.73,246,Neuro,Low,Expert,112,0,29,4
INS-0554,0.74,171,Neuro,Medium,Intermediate,121,0,21,2
INS-0555,0.93,187,Cardiac,High,Intermediate,93,1,21,4
INS-0556,0.64,59,General,Low,Intermediate,159,0,16,3
INS-0557,0.48,151,Neuro,Medium,Expert,114,3,15,2
INS-0558,0.42,268,Cardiac,Medium,Intermediate,30,2,19,5
INS-0559,0.85,237,Cardiac,Medium,Resident,46,2,28,4
INS-0560,0.77,177,Orthopedic,High,Expert,36,2,25,1
INS-0561,0.82,228,General,High,Intermediate,111,2,11,2
INS-0562,0.53,198,General,Medium,Intermediate,172,4,13,3
INS-0563,0.48,185,Orthopedic,High,Expert,47,4,18,3
INS-0564,0.41,242,General,High,Intermediate,69,3,14,3
INS-0565,0.61,141,Orthopedic,Low,Intermediate,79,1,10,4
INS-0566,0.75,162,Cardiac,Medium,Resident,41,0,20,3
INS-0567,0.64,280,Cardiac,Medium,Expert,89,0,28,2
INS-0568,0.66,127,Neuro,High,Intermediate,164,4,34,4
INS-0569,0.94,134,Orthopedic,Medium,Expert,140,2,32,0
INS-0570,0.61,79,Cardiac,Medium,Expert,111,3,12,2
INS-0571,0.71,262,Cardiac,Medium,Resident,111,1,10,3
INS-0572,0.87,98,Orthopedic,High,Resident,39,4,13,1
INS-0573,0.64,58,Cardiac,High,Expert,31,3,18,4
INS-0574,0.77,194,General,High,Resident,28,3,25,2
INS-0575,0.92,118,Cardiac,Low,Resident,40,4,16,2
INS-0576,0.97,107,Orthopedic,Medium,Intermediate,29,3,14,4
INS-0577,0.49,234,General,Low,Resident,156,2,22,4
INS-0578,0.96,111,General,High,Resident,139,3,20,5
INS-0579,0.7,272,Cardiac,Low,Intermediate,49,1,23,3
INS-0580,0.55,101,Neuro,Medium,Intermediate,176,3,31,3
INS-0581,0.68,238,General,Medium,Expert,100,0,26,0
INS-0582,0.99,89,Orthopedic,High,Resident,81,3,32,3
INS-0583,0.7,215,Neuro,High,Intermediate,118,4,21,6
INS-0584,0.6,220,Neuro,Low,Resident,36,0,30,2
INS-0585,0.78,112,General,High,Expert,88,4,32,2
INS-0586,0.54,196,Cardiac,Low,Resident,149,1,30,3
INS-0587,0.45,277,Neuro,Medium,Resident,87,2,30,4
INS-0588,0.48,99,Cardiac,Medium,Resident,26,1,28,5
INS-0589,0.48,210,General,Medium,Intermediate,93,0,14,4
INS-0590,0.49,190,Orthopedic,Medium,Intermediate,147,2,33,3
INS-0591,0.48,127,Neuro,Medium,Expert,156,3,17,2
INS-0592,0.78,297,Orthopedic,Low,Resident,167,0,11,2
INS-0593,0.51,146,Cardiac,Medium,Expert,167,2,26,1
INS-0594,0.61,239,Cardiac,Low,Expert,162,4,11,3
INS-0595,0.94,270,Orthopedic,Medium,Intermediate,97,2,32,3
INS-0596,0.68,92,General,Low,Resident,83,4,12,2
INS-0597,0.8,226,General,Low,Resident,136,4,33,1
INS-0598,0.5,85,Neuro,Low,Expert,111,2,29,4
INS-0599,0.52,171,Neuro,High,Resident,105,1,33,1
INS-0600,0.42,157,General,Low,Intermediate,172,1,27,2
INS-0601,0.5,59,General,Low,Expert,60,4,24,3
INS-0602,0.57,144,Orthopedic,Medium,Expert,110,0,14,4
INS-0603,0.51,55,Cardiac,Low,Intermediate,80,2,31,3
INS-0604,0.45,106,Cardiac,Low,Intermediate,80,0,26,2
INS-0605,0.47,178,Neuro,High,Intermediate,164,1,23,1
INS-0606,0.68,120,General,Medium,Intermediate,19,0,10,2
INS-0607,0.52,235,Orthopedic,High,Intermediate,106,3,23,1
INS-0608,0.62,268,Neuro,High,Intermediate,143,3,18,1
INS-0609,0.7,70,Orthopedic,High,Expert,15,1,14,3
INS-0610,0.81,141,General,Low,Resident,86,0,13,3
INS-0611,0.42,176,General,High,Resident,86,2,10,3
INS-0612,0.88,129,General,High,Expert,11,1,12,0
INS-0613,0.78,105,Cardiac,Medium,Resident,60,3,29,2
INS-0614,0.45,287,General,Medium,Resident,156,1,20,5
INS-0615,0.92,264,Neuro,Medium,Expert,130,0,25,2
INS-0616,0.95,165,Cardiac,Medium,Resident,137,0,20,3
INS-0617,0.44,197,Orthopedic,High,Resident,11,0,30,3
INS-0618,0.57,279,Neuro,Medium,Expert,60,4,19,2
INS-0619,0.88,231,Neuro,Low,Resident,163,0,21,3
INS-0620,0.85,74,Orthopedic,High,Intermediate,79,3,14,2
INS-0621,0.51,205,Cardiac,Medium,Expert,29,3,19,3
INS-0622,0.53,54,Neuro,High,Resident,32,4,33,3
INS-0623,0.62,169,Neuro,Medium,Resident,63,3,22,1
INS-0624,0.69,70,Neuro,High,Intermediate,152,3,28,2
INS-0625,0.77,67,Cardiac,Medium,Expert,143,1,16,1
INS-0626,0.62,224,Cardiac,Low,Expert,172,0,25,2
INS-0627,0.68,247,Cardiac,Medium,Resident,145,1,15,1
INS-0628,0.85,106,Neuro,High,Intermediate,66,1,19,1
INS-0629,0.42,142,General,High,Intermediate,124,3,19,5
INS-0630,0.55,68,Orthopedic,Low,Intermediate,158,2,20,1
INS-0631,0.83,177,General,High,Intermediate,132,0,31,0
INS-0632,0.94,146,Cardiac,Low,Intermediate,45,2,19,2
INS-0633,0.71,242,Neuro,High,Intermediate,80,3,34,5
INS-0634,0.72,286,Neuro,High,Expert,78,4,23,0
INS-0635,0.46,180,General,Low,Resident,67,1,24,3
INS-0636,0.67,219,General,High,Resident,72,3,16,2
INS-0637,0.72,70,Orthopedic,High,Intermediate,25,3,22,3
INS-0638,0.55,276,Neuro,Low,Expert,143,2,20,6
INS-0639,0.56,282,General,Medium,Expert,87,4,16,5
INS-0640,0.63,89,Orthopedic,Low,Intermediate,131,1,20,1
INS-0641,0.41,116,Cardiac,High,Resident,11,4,23,4
INS-0642,0.59,202,General,Medium,Intermediate,123,4,26,3
INS-0643,0.53,176,Cardiac,Medium,Expert,123,4,25,3
INS-0644,0.6,286,Orthopedic,Medium,Intermediate,133,0,10,0
INS-0645,0.47,279,Cardiac,Low,Resident,155,4,18,4
INS-0646,0.93,286,Neuro,Medium,Resident,172,3,18,5
INS-0647,0.76,104,Neuro,Medium,Expert,95,0,19,2
INS-0648,0.81,261,Cardiac,Medium,Intermediate,176,0,28,1
INS-0649,0.87,229,Neuro,High,Intermediate,138,4,24,3
INS-0650,0.7,221,Orthopedic,Low,Expert,174,3,25,0
INS-0651,0.45,158,Neuro,Low,Intermediate,30,1,20,4
INS-0652,0.72,147,Cardiac,High,Expert,10,4,33,2
INS-0653,0.75,262,Cardiac,Medium,Intermediate,141,0,34,0
INS-0654,0.85,233,Cardiac,High,Resident,67,1,26,5
INS-0655,0.66,232,General,High,Expert,10,1,28,3
INS-0656,0.48,161,Cardiac,Medium,Intermediate,150,0,22,3
INS-0657,0.57,264,Orthopedic,Medium,Intermediate,16,1,15,3
INS-0658,0.62,247,Neuro,Low,Intermediate,60,3,24,6
INS-0659,0.79,164,Neuro,Medium,Expert,12,3,25,1
INS-0660,0.74,166,General,High,Resident,163,4,13,2
INS-0661,0.61,254,General,High,Intermediate,40,4,17,2
INS-0662,0.99,290,Orthopedic,Medium,Expert,109,1,34,2
INS-0663,0.76,136,Cardiac,Low,Intermediate,71,0,16,2
INS-0664,0.54,250,General,High,Resident,163,3,26,4
INS-0665,0.46,130,Neuro,Medium,Resident,117,2,25,2
INS-0666,0.49,115,General,Low,Resident,64,4,11,2
INS-0667,0.55,68,General,Low,Expert,165,3,26,2
INS-0668,0.5,260,Cardiac,High,Intermediate,53,1,34,4
INS-0669,0.51,297,General,High,Expert,90,3,13,2
INS-0670,0.57,184,Orthopedic,Low,Intermediate,175,3,23,4
INS-0671,0.5,167,Neuro,Low,Expert,39,1,17,3
INS-0672,0.94,240,Cardiac,Low,Intermediate,75,4,14,2
INS-0673,0.45,91,Neuro,Medium,Expert,145,4,14,3
INS-0674,0.71,91,Orthopedic,High,Intermediate,23,2,14,2
INS-0675,0.65,108,Orthopedic,Low,Expert,110,2,14,3
INS-0676,0.99,69,General,High,Resident,115,4,12,3
INS-0677,0.47,122,General,High,Expert,112,4,15,1
INS-0678,0.64,66,General,High,Resident,71,4,10,4
INS-0679,0.98,76,Neuro,Low,Resident,84,4,17,2
INS-0680,0.92,224,Orthopedic,Medium,Intermediate,88,3,22,2
INS-0681,0.89,51,Cardiac,Low,Resident,116,2,29,3
INS-0682,0.55,112,General,High,Resident,105,1,15,2
INS-0683,0.5,111,Neuro,Low,Intermediate,49,0,27,2
INS-0684,0.8,149,General,Low,Expert,150,1,27,5
INS-0685,0.96,68,Orthopedic,High,Expert,116,0,25,3
INS-0686,0.73,66,Cardiac,High,Resident,26,3,17,2
INS-0687,0.74,118,Orthopedic,Low,Expert,24,2,26,3
INS-0688,0.57,216,Neuro,Low,Resident,170,0,17,5
INS-0689,0.86,259,General,Low,Expert,25,4,24,3
INS-0690,0.51,166,Orthopedic,Low,Expert,22,3,19,5
INS-0691,0.59,295,Neuro,Medium,Expert,160,0,10,2
INS-0692,0.66,248,General,Low,Resident,45,4,18,5
INS-0693,0.7,130,Cardiac,Medium,Intermediate,52,3,26,2
INS-0694,0.55,88,Orthopedic,High,Expert,123,0,29,2
INS-0695,0.47,85,General,Medium,Expert,83,4,34,4
INS-0696,0.77,217,General,High,Expert,90,2,10,4
INS-0697,0.57,222,General,Medium,Resident,103,3,18,0
INS-0698,0.75,181,General,High,Intermediate,150,0,23,6
INS-0699,0.49,279,Orthopedic,Low,Resident,39,4,33,5
INS-0700,0.69,202,General,Medium,Expert,39,2,14,3
INS-0701,0.72,246,Neuro,Medium,Resident,19,4,15,7
INS-0702,0.43,207,Orthopedic,High,Expert,108,2,14,3
INS-0703,0.6,253,General,High,Expert,103,0,13,2
INS-0704,0.48,245,Orthopedic,Medium,Resident,48,4,25,6
INS-0705,0.44,265,Neuro,High,Expert,46,4,25,0
INS-0706,0.99,78,Neuro,Low,Expert,140,1,19,3
INS-0707,0.59,250,Orthopedic,Medium,Intermediate,98,3,23,1
INS-0708,0.89,245,General,Low,Resident,171,4,22,2
INS-0709,0.55,100,General,Medium,Resident,175,2,13,3
INS-0710,0.81,201,Neuro,Low,Expert,23,3,23,2
INS-0711,0.86,63,General,Medium,Expert,48,0,33,4
INS-0712,0.76,118,Neuro,High,Resident,139,3,33,2
INS-0713,0.68,195,General,Medium,Resident,52,1,18,3
INS-0714,0.65,219,Neuro,Low,Resident,140,0,12,1
INS-0715,0.61,106,Cardiac,Medium,Expert,178,4,19,3
INS-0716,0.96,260,General,Low,Intermediate,17,0,24,3
INS-0717,0.9,61,General,Low,Intermediate,105,0,33,1
INS-0718,0.98,259,General,Low,Expert,74,1,28,4
INS-0719,0.47,66,Orthopedic,High,Expert,88,2,11,4
INS-0720,0.84,79,General,Medium,Expert,141,0,11,1
INS-0721,0.96,137,Orthopedic,Low,Resident,77,2,18,3
INS-0722,0.51,252,Orthopedic,High,Expert,101,3,13,3
INS-0723,0.44,148,Neuro,Low,Resident,19,1,14,4
INS-0724,0.84,72,Orthopedic,Medium,Intermediate,84,4,11,2
INS-0725,0.74,258,Orthopedic,High,Expert,160,0,34,3
INS-0726,0.91,178,Cardiac,Low,Expert,70,2,16,3
INS-0727,0.48,128,General,Low,Resident,56,0,28,3
INS-0728,0.88,81,Orthopedic,Low,Resident,12,1,15,3
INS-0729,0.52,58,General,Medium,Resident,112,4,32,3
INS-0730,0.5,64,Orthopedic,High,Intermediate,26,3,25,0
INS-0731,0.5,205,Neuro,High,Intermediate,31,3,23,2
INS-0732,0.89,201,Cardiac,High,Expert,125,2,21,1
INS-0733,0.8,237,Orthopedic,Low,Expert,100,3,15,3
INS-0734,0.71,212,General,High,Resident,153,2,31,4
INS-0735,0.62,263,Neuro,Low,Intermediate,113,4,22,3
INS-0736,0.93,76,General,Medium,Expert,12,0,24,5
INS-0737,0.64,260,Neuro,High,Resident,61,1,33,1
INS-0738,0.89,158,Cardiac,Low,Resident,120,4,23,0
INS-0739,0.66,125,Neuro,High,Intermediate,170,4,17,4
INS-0740,0.63,197,General,High,Intermediate,51,3,30,3
INS-0741,0.68,114,General,Medium,Expert,139,3,29,4
INS-0742,0.58,262,Orthopedic,High,Expert,48,1,20,2
INS-0743,0.85,226,Neuro,Medium,Resident,55,0,30,3
INS-0744,0.7,158,General,High,Resident,57,4,18,2
INS-0745,0.54,178,Orthopedic,High,Resident,36,3,21,3
INS-0746,0.94,59,Cardiac,High,Expert,24,4,15,4
INS-0747,0.63,96,General,High,Intermediate,16,0,28,6
INS-0748,0.73,172,Orthopedic,High,Expert,118,2,12,1
INS-0749,0.94,108,General,High,Intermediate,51,0,10,3
INS-0750,0.77,145,Neuro,Medium,Expert,18,4,24,2
INS-0751,0.47,239,Orthopedic,Medium,Expert,114,4,24,0
INS-0752,0.96,152,Neuro,Low,Intermediate,143,1,14,1
INS-0753,0.78,173,Cardiac,High,Expert,85,4,31,5
INS-0754,0.6,135,Neuro,Medium,Expert,39,3,33,6
INS-0755,0.48,195,Orthopedic,High,Resident,93,1,20,3
INS-0756,0.88,161,General,High,Intermediate,135,4,34,2
INS-0757,0.77,223,Orthopedic,Medium,Intermediate,93,0,32,3
INS-0758,0.72,209,Neuro,High,Resident,63,4,10,2
INS-0759,0.94,76,Neuro,Medium,Intermediate,119,0,32,3
INS-0760,0.87,269,General,Medium,Resident,36,0,19,4
INS-0761,0.49,67,Cardiac,Low,Intermediate,93,4,34,4
INS-0762,0.59,216,Orthopedic,Low,Intermediate,16,0,29,6
INS-0763,0.55,226,General,Low,Intermediate,177,2,20,4
INS-0764,0.85,270,General,Low,Intermediate,113,1,16,2
INS-0765,0.42,131,General,High,Resident,81,4,34,6
INS-0766,0.74,221,Orthopedic,High,Resident,11,2,26,2
INS-0767,0.86,121,Orthopedic,Low,Intermediate,151,0,21,3
INS-0768,0.93,103,Orthopedic,Medium,Expert,147,0,34,3
INS-0769,0.61,272,Cardiac,Medium,Resident,59,1,13,0
INS-0770,0.89,211,General,Medium,Intermediate,155,2,21,3
INS-0771,0.47,120,Neuro,Medium,Resident,27,2,33,3
INS-0772,0.91,213,Neuro,High,Expert,25,4,12,1
INS-0773,0.48,195,General,Medium,Expert,61,0,27,2
INS-0774,0.64,87,Neuro,Medium,Expert,168,3,21,2
INS-0775,0.88,236,Cardiac,Low,Intermediate,93,4,33,1
INS-0776,0.49,186,Cardiac,Medium,Intermediate,160,4,33,3
INS-0777,0.54,250,Orthopedic,High,Expert,105,4,28,8
INS-0778,0.83,287,Orthopedic,Medium,Resident,51,1,22,2
INS-0779,0.83,249,Orthopedic,Medium,Resident,122,1,25,2
INS-0780,0.78,228,Orthopedic,High,Expert,133,4,17,3
INS-0781,0.82,84,Orthopedic,Low,Intermediate,24,3,15,5
INS-0782,0.73,131,Neuro,High,Resident,99,2,19,3
INS-0783,0.55,182,Neuro,Low,Resident,51,2,34,2
INS-0784,0.61,191,Orthopedic,Medium,Resident,54,0,19,4
INS-0785,0.51,269,Cardiac,Low,Intermediate,103,2,15,4
INS-0786,0.95,207,Neuro,Low,Expert,116,2,17,4
INS-0787,0.75,53,Cardiac,Low,Intermediate,172,3,27,3
INS-0788,0.64,216,Cardiac,Medium,Resident,31,2,26,5
INS-0789,0.68,261,General,Low,Expert,137,3,19,3
INS-0790,0.97,241,General,Low,Intermediate,47,1,11,5
INS-0791,0.49,202,Orthopedic,Medium,Expert,106,3,21,4
INS-0792,0.75,205,Cardiac,High,Resident,110,1,29,10
INS-0793,0.7,253,Neuro,High,Intermediate,16,3,19,2
INS-0794,0.77,243,General,High,Expert,53,4,18,5
INS-0795,0.41,284,General,Medium,Intermediate,85,1,25,6
INS-0796,0.92,255,Cardiac,Medium,Resident,16,1,16,5
INS-0797,0.96,199,General,High,Expert,69,2,18,1
INS-0798,0.74,208,General,Low,Resident,10,1,34,0
INS-0799,0.82,72,Neuro,High,Expert,71,3,34,2
INS-0800,0.95,97,Cardiac,Medium,Resident,96,4,33,4
INS-0801,0.82,197,General,Low,Resident,98,4,15,1
INS-0802,0.49,174,Cardiac,Low,Intermediate,27,2,19,2
INS-0803,0.75,215,General,Medium,Resident,117,3,16,1
INS-0804,0.76,104,Neuro,Low,Intermediate,144,3,27,3
INS-0805,0.65,117,Cardiac,High,Resident,124,0,20,0
INS-0806,0.84,256,General,Medium,Resident,63,1,10,0
INS-0807,0.96,137,Neuro,Medium,Resident,76,2,30,2
INS-0808,0.96,266,General,Medium,Expert,102,4,33,5
INS-0809,0.67,50,Cardiac,Medium,Intermediate,147,0,28,2
INS-0810,0.47,184,General,Low,Expert,68,3,32,4
INS-0811,0.99,234,Cardiac,Medium,Intermediate,78,1,14,6
INS-0812,0.9,144,Cardiac,Medium,Resident,107,4,33,2
INS-0813,0.47,189,General,Low,Expert,17,0,15,2
INS-0814,0.95,155,Neuro,Medium,Intermediate,64,3,31,4
INS-0815,0.92,182,Orthopedic,Low,Resident,143,4,16,3
INS-0816,0.71,157,Neuro,Low,Intermediate,138,4,32,3
INS-0817,0.75,227,Neuro,Medium,Intermediate,65,3,13,4
INS-0818,0.64,91,General,High,Resident,113,3,25,1
INS-0819,0.43,151,Neuro,Medium,Expert,123,2,19,2
INS-0820,0.6,173,Neuro,High,Resident,97,4,24,3
INS-0821,0.88,189,Orthopedic,Low,Expert,147,3,22,2
INS-0822,0.4,152,Neuro,High,Intermediate,117,0,17,1
INS-0823,0.6,195,Orthopedic,Medium,Intermediate,32,1,31,2
INS-0824,0.64,243,General,Medium,Intermediate,153,2,22,0
INS-0825,0.72,123,Orthopedic,High,Expert,110,3,33,3
INS-0826,0.95,256,Cardiac,Medium,Resident,153,1,16,5
INS-0827,0.61,271,Cardiac,High,Expert,65,2,26,3
INS-0828,0.61,157,Orthopedic,Low,Intermediate,117,4,13,4
INS-0829,0.84,171,Cardiac,High,Intermediate,104,1,16,3
INS-0830,0.67,66,General,High,Resident,15,2,25,0
INS-0831,0.53,245,Cardiac,High,Expert,39,3,34,6
INS-0832,0.67,120,Orthopedic,High,Intermediate,138,3,11,3
INS-0833,0.48,111,General,Low,Expert,60,2,30,4
INS-0834,0.51,90,Cardiac,Low,Expert,115,4,34,2
INS-0835,0.7,272,General,Low,Resident,98,2,34,2
INS-0836,0.65,292,Orthopedic,High,Resident,136,0,31,5
INS-0837,0.95,296,Cardiac,Low,Intermediate,55,2,32,3
INS-0838,0.62,280,General,Medium,Resident,130,2,34,0
INS-0839,0.75,168,General,Low,Expert,158,3,23,7
INS-0840,0.78,211,Cardiac,High,Resident,108,4,23,5
INS-0841,0.41,247,General,Medium,Expert,175,2,17,1
INS-0842,0.8,291,General,High,Intermediate,78,1,15,3
INS-0843,0.51,279,Orthopedic,Medium,Expert,72,3,31,2
INS-0844,0.98,94,Orthopedic,High,Resident,59,3,16,5
INS-0845,0.49,107,Orthopedic,High,Resident,21,2,16,4
INS-0846,0.65,228,Orthopedic,Medium,Intermediate,78,1,11,4
INS-0847,0.45,175,Orthopedic,Low,Resident,82,2,34,1
INS-0848,1.0,211,Orthopedic,Medium,Intermediate,53,1,13,3
